,Predicted,Groundtruth
0,0.7726666666666674,0.6333333333333333
1,0.7671000000000002,0.7999999999999999
2,0.7627666666666674,0.6933333333333334
3,0.5218666666666668,0.24333333333333332
4,0.5307333333333336,0.2966666666666667
5,0.7679000000000005,0.66
6,0.5169666666666667,0.34333333333333327
7,0.5271666666666668,0.7999999999999999
8,0.5439666666666663,0.48666666666666675
9,0.7696000000000001,0.31333333333333335
10,0.7618333333333334,0.7533333333333333
11,0.5464999999999997,0.5066666666666667
12,0.4698333333333335,0.8266666666666667
13,0.5341666666666669,0.30333333333333334
14,0.5339333333333337,0.8066666666666666
15,0.46726666666666694,0.79
16,0.770833333333334,0.8933333333333334
17,0.7667333333333337,0.3
18,0.5874333333333331,0.6499999999999999
19,0.7233999999999999,0.75
20,0.5974666666666666,0.8266666666666667
21,0.7347666666666673,0.6266666666666668
22,0.5105666666666666,0.8233333333333333
23,0.5566666666666663,0.5199999999999999
24,0.5524999999999995,0.5300000000000001
25,0.7588000000000003,0.32
26,0.7648666666666669,0.33
27,0.6082666666666661,0.8566666666666666
28,0.7747333333333338,0.8666666666666667
29,0.4760000000000003,0.8466666666666667
30,0.5323333333333337,0.7666666666666666
31,0.5291666666666668,0.27666666666666667
32,0.7599333333333333,0.2866666666666667
33,0.49243333333333333,0.8433333333333334
34,0.5353999999999995,0.5
35,0.558033333333333,0.5133333333333333
36,0.7816000000000001,0.88
37,0.5591666666666663,0.4566666666666666
38,0.7622666666666669,0.7766666666666667
39,0.7031666666666666,0.7566666666666667
40,0.7686333333333336,0.7600000000000001
41,0.5410666666666663,0.5633333333333334
42,0.7620999999999999,0.8099999999999999
43,0.5263333333333334,0.27666666666666667
44,0.7620333333333339,0.6133333333333334
45,0.5397666666666663,0.5366666666666667
46,0.7690666666666671,0.6033333333333334
47,0.5452666666666668,0.26999999999999996
48,0.7655333333333335,0.3066666666666667
49,0.5326999999999995,0.53
50,0.5395666666666664,0.49333333333333335
51,0.7320666666666672,0.6666666666666666
52,0.6079166666666661,0.8666666666666666
53,0.5412333333333329,0.49333333333333335
54,0.7222999999999999,0.7733333333333333
55,0.7716000000000007,0.88
56,0.6018606060606058,0.66
57,0.5900666666666663,0.7666666666666667
58,0.5573666666666665,0.49666666666666665
59,0.5352666666666661,0.5800000000000001
60,0.7715333333333335,0.2866666666666667
61,0.5337333333333334,0.15666666666666668
62,0.7717333333333336,0.29333333333333333
63,0.5478999999999995,0.49000000000000005
64,0.5785606060606058,0.7766666666666667
65,0.5452666666666661,0.5
66,0.5318333333333335,0.26666666666666666
67,0.6043999999999996,0.8866666666666667
68,0.5979666666666664,0.8166666666666668
69,0.7669333333333332,0.3366666666666666
70,0.7631,0.26666666666666666
71,0.5233333333333334,0.2633333333333333
72,0.5693333333333334,0.6733333333333333
73,0.7707666666666665,0.26666666666666666
74,0.7685000000000004,0.6933333333333334
75,0.6241999999999996,0.71
76,0.768766666666667,0.65
77,0.5353666666666664,0.43
78,0.5480333333333329,0.5333333333333333
79,0.7724333333333334,0.3233333333333333
80,0.5280666666666667,0.8366666666666666
81,0.5442333333333332,0.8466666666666667
82,0.7715333333333335,0.7999999999999999
83,0.5494666666666665,0.8433333333333334
84,0.7670333333333339,0.6733333333333333
85,0.5789333333333334,0.6833333333333332
86,0.5277666666666668,0.18999999999999997
87,0.7186666666666663,0.7433333333333335
88,0.6030666666666663,0.7866666666666666
89,0.7636999999999999,0.26
90,0.5968,0.6699999999999999
91,0.7209333333333333,0.7266666666666666
92,0.7751333333333339,0.8966666666666666
93,0.7685333333333336,0.7766666666666667
94,0.5412333333333329,0.5833333333333334
95,0.5423666666666666,0.8466666666666667
96,0.6012272727272723,0.6266666666666666
97,0.5035000000000001,0.8233333333333334
98,0.755266666666667,0.3
99,0.6023272727272725,0.7033333333333333
100,0.5261666666666669,0.13333333333333333
101,0.77,0.26666666666666666
102,0.5811666666666665,0.6166666666666667
103,0.7340666666666662,0.77
104,0.5438333333333328,0.5466666666666667
105,0.5255000000000001,0.21666666666666667
106,0.7192000000000003,0.7133333333333334
107,0.5851272727272725,0.6466666666666666
108,0.7603333333333336,0.7766666666666667
109,0.5497333333333327,0.45333333333333337
110,0.7735333333333339,0.8833333333333333
111,0.7705,0.37666666666666665
112,0.717566666666667,0.71
113,0.5426333333333329,0.4533333333333333
114,0.7695666666666671,0.65
115,0.5357666666666662,0.52
116,0.7669333333333336,0.32666666666666666
117,0.43253333333333344,0.44333333333333336
118,0.5305000000000002,0.4000000000000001
119,0.5357999999999995,0.5566666666666666
120,0.7762666666666673,0.6533333333333333
121,0.5393000000000001,0.3833333333333333
122,0.5425999999999999,0.8433333333333334
123,0.6023499999999993,0.8233333333333333
124,0.4622000000000003,0.84
125,0.7708333333333335,0.26333333333333336
126,0.7470666666666668,0.7266666666666666
127,0.5928999999999994,0.7200000000000001
128,0.7393333333333341,0.64
129,0.7133333333333334,0.2633333333333333
130,0.7765000000000006,0.8866666666666667
131,0.7608000000000004,0.7133333333333334
132,0.7703666666666673,0.66
133,0.4333000000000001,0.45999999999999996
134,0.7736333333333338,0.8433333333333334
135,0.7746666666666673,0.8933333333333334
136,0.5169333333333335,0.23666666666666666
137,0.7228333333333338,0.6566666666666666
138,0.5912606060606057,0.6533333333333333
139,0.4855666666666666,0.8233333333333334
140,0.7732000000000007,0.6833333333333332
141,0.724033333333334,0.7400000000000001
142,0.4373333333333333,0.52
143,0.5354666666666661,0.5066666666666667
144,0.5483999999999998,0.5299999999999999
145,0.534733333333334,0.7166666666666667
146,0.5309833333333333,0.8433333333333334
147,0.6296999999999997,0.8166666666666668
148,0.4376666666666666,0.4666666666666666
149,0.7653333333333336,0.85
150,0.7683333333333335,0.68
151,0.7672,0.29333333333333333
152,0.535333333333333,0.5399999999999999
153,0.7712333333333339,0.7433333333333333
154,0.6037499999999995,0.85
155,0.7705999999999998,0.2866666666666667
156,0.5992666666666664,0.8166666666666668
157,0.5436666666666662,0.5166666666666667
158,0.7570666666666673,0.62
159,0.5828999999999999,0.6699999999999999
160,0.6116499999999996,0.88
161,0.506166666666667,0.8300000000000001
162,0.7679666666666667,0.31666666666666665
163,0.5910333333333332,0.8466666666666667
164,0.7703,0.2866666666666667
165,0.5346333333333335,0.21666666666666665
166,0.7140666666666671,0.7366666666666667
167,0.5152333333333333,0.2333333333333333
168,0.4893999999999999,0.9
169,0.7436666666666676,0.6466666666666666
170,0.5265666666666668,0.8366666666666666
171,0.5207666666666666,0.17666666666666667
172,0.5415666666666662,0.5866666666666668
173,0.6238999999999997,0.79
174,0.5451333333333332,0.8366666666666666
175,0.7677333333333333,0.3066666666666667
176,0.6070666666666663,0.8733333333333334
177,0.5520999999999997,0.5166666666666667
178,0.7765000000000006,0.8633333333333333
179,0.6194666666666663,0.8266666666666667
180,0.6115833333333329,0.8300000000000001
181,0.5416666666666664,0.5966666666666667
182,0.5315333333333335,0.3766666666666667
